Location,Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Suggested_Route_Adjustment,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
People's Colony,308,51.73,18.666666666666664,1,"Avoid peak hours, use Jaranwala Road",19,2,True,False,False,1
D Ground,384,19.31,6.0,0,Take small connecting roads,12,2,False,False,True,1
Madina Town,249,13.23,28.5,0,No change needed,16,2,False,True,False,1
Madina Town,97,70.77,53.83333333333333,0,No change needed,20,6,False,False,True,0
Susan Road,117,71.45,50.5,1,No change needed,17,1,False,True,False,0
Susan Road,149,52.28,45.16666666666667,0,No change needed,16,0,True,False,False,0
Ghulam Muhammad Abad,185,54.68,39.16666666666667,0,No change needed,13,1,False,False,False,0
Canal Road,137,28.07,47.16666666666667,0,No change needed,12,0,False,False,True,0
Ghulam Muhammad Abad,250,19.82,28.333333333333336,0,No change needed,0,4,False,False,True,1
Clock Tower,130,53.46,48.33333333333333,0,No change needed,21,4,False,False,True,0
Ghulam Muhammad Abad,205,58.51,35.833333333333336,0,No change needed,2,4,True,False,False,0
Ghulam Muhammad Abad,250,18.54,28.333333333333336,1,No change needed,18,3,False,False,True,1
Clock Tower,367,78.66,8.833333333333336,0,Use Circular Road alternative,22,6,False,True,False,1
Kohinoor City,111,34.49,51.5,1,No change needed,17,0,False,False,False,0
Ghulam Muhammad Abad,234,39.56,31.0,0,No change needed,13,5,False,True,False,1
Ghulam Muhammad Abad,346,69.39,12.333333333333336,1,Take side streets via Millat Road,17,3,False,True,False,1
Canal Road,351,27.11,11.5,0,Use Expressway,23,6,False,False,False,1
D Ground,112,46.41,51.33333333333333,0,No change needed,23,5,False,False,False,0
Susan Road,196,61.62,37.333333333333336,0,No change needed,3,2,False,False,False,0
Susan Road,28,70.97,65.33333333333333,1,No change needed,17,1,False,False,True,0
Madina Town,315,18.35,17.5,1,Use Jaranwala Bypass,17,5,False,False,True,1
Susan Road,151,17.32,44.83333333333333,0,No change needed,16,2,True,False,False,0
Clock Tower,222,19.29,33.0,0,No change needed,23,4,False,False,True,1
Susan Road,189,39.44,38.5,0,No change needed,14,5,True,False,False,0
Kohinoor City,87,69.93,55.5,0,No change needed,23,3,False,False,True,0
D Ground,370,64.17,8.333333333333336,0,Take small connecting roads,13,6,True,False,False,1
Madina Town,86,35.5,55.666666666666664,0,No change needed,13,3,False,False,False,0
Canal Road,39,67.42,63.5,0,No change needed,4,4,False,False,False,0
Clock Tower,379,14.71,6.833333333333336,0,Use Circular Road alternative,13,0,True,False,False,1
D Ground,151,69.38,44.83333333333333,0,No change needed,23,6,True,False,False,0
D Ground,121,24.92,49.83333333333333,0,No change needed,22,2,False,True,False,0
Ghulam Muhammad Abad,163,31.13,42.83333333333333,1,No change needed,17,0,True,False,False,0
Canal Road,315,26.41,17.5,0,Use Expressway,1,0,True,False,False,1
Canal Road,306,17.6,19.0,0,Use Expressway,21,3,False,False,True,1
Canal Road,163,20.61,42.83333333333333,1,No change needed,19,3,False,True,False,0
Kohinoor City,336,66.33,14.0,0,Divert via Satyana Road,12,3,False,False,False,1
Canal Road,385,45.3,5.833333333333329,0,Use Expressway,3,0,False,False,False,1
Madina Town,289,78.45,21.833333333333336,0,Use Jaranwala Bypass,1,0,False,False,True,1
Madina Town,193,73.27,37.833333333333336,0,No change needed,23,3,False,False,True,0
People's Colony,157,60.11,43.83333333333333,0,No change needed,3,4,False,False,True,0
People's Colony,220,56.96,33.333333333333336,1,No change needed,19,4,False,False,False,1
D Ground,197,44.95,37.166666666666664,0,No change needed,13,4,True,False,False,0
People's Colony,222,23.53,33.0,0,No change needed,23,1,False,False,False,1
Clock Tower,168,10.99,42.0,0,No change needed,14,0,True,False,False,0
Susan Road,351,70.72,11.5,0,Use Madina Town Bypass,23,1,False,True,False,1
Susan Road,48,54.84,62.0,0,No change needed,15,1,True,False,False,0
Ghulam Muhammad Abad,397,56.0,5.0,0,Take side streets via Millat Road,12,1,False,False,True,1
Madina Town,307,15.48,18.833333333333336,0,Use Jaranwala Bypass,2,0,False,True,False,1
Kohinoor City,195,36.86,37.5,0,No change needed,15,3,True,False,False,0
D Ground,327,27.46,15.5,0,Take small connecting roads,21,5,False,False,False,1
Kohinoor City,378,15.93,7.0,1,Divert via Satyana Road,18,5,False,False,False,1
D Ground,20,56.83,66.66666666666667,0,No change needed,13,2,False,False,False,0
D Ground,332,24.27,14.666666666666664,0,Take small connecting roads,16,5,False,False,False,1
Kohinoor City,166,20.25,42.33333333333333,0,No change needed,21,6,False,False,False,0
Clock Tower,38,27.3,63.666666666666664,0,No change needed,12,0,False,False,False,0
Madina Town,213,11.39,34.5,1,No change needed,18,0,False,False,True,1
Madina Town,108,27.44,52.0,0,No change needed,21,5,False,True,False,0
People's Colony,387,23.41,5.5,0,"Avoid peak hours, use Jaranwala Road",12,3,False,False,True,1
Susan Road,382,57.06,6.333333333333336,0,Use Madina Town Bypass,20,3,True,False,False,1
Ghulam Muhammad Abad,125,35.8,49.16666666666667,0,No change needed,23,6,True,False,False,0
Madina Town,147,77.69,45.5,0,No change needed,20,3,True,False,False,0
Susan Road,295,11.3,20.833333333333336,1,Use Madina Town Bypass,19,3,False,True,False,1
Clock Tower,105,58.8,52.5,0,No change needed,23,3,False,False,True,0
Madina Town,186,49.58,39.0,0,No change needed,21,6,True,False,False,0
Clock Tower,151,57.85,44.83333333333333,0,No change needed,21,5,True,False,False,0
Kohinoor City,236,37.9,30.666666666666664,0,No change needed,14,1,True,False,False,1
Madina Town,134,10.27,47.66666666666667,0,No change needed,12,0,False,False,True,0
Susan Road,318,75.07,17.0,0,Use Madina Town Bypass,23,5,False,True,False,1
Ghulam Muhammad Abad,212,65.25,34.666666666666664,0,No change needed,16,5,True,False,False,0
People's Colony,323,65.28,16.166666666666664,0,"Avoid peak hours, use Jaranwala Road",13,0,False,True,False,1
Ghulam Muhammad Abad,99,77.42,53.5,0,No change needed,16,2,True,False,False,0
Canal Road,364,10.36,9.333333333333336,0,Use Expressway,13,6,False,True,False,1
Madina Town,208,23.95,35.333333333333336,0,No change needed,13,2,False,True,False,0
People's Colony,385,15.06,5.833333333333329,0,"Avoid peak hours, use Jaranwala Road",12,3,False,False,True,1
People's Colony,275,13.01,24.166666666666664,0,"Avoid peak hours, use Jaranwala Road",16,1,True,False,False,1
D Ground,276,27.84,24.0,0,Take small connecting roads,14,3,False,False,False,1
Kohinoor City,53,61.96,61.166666666666664,0,No change needed,13,4,False,False,True,0
Madina Town,365,44.54,9.166666666666664,0,Use Jaranwala Bypass,20,6,False,True,False,1
People's Colony,157,71.38,43.83333333333333,1,No change needed,18,5,False,False,False,0
Ghulam Muhammad Abad,143,32.94,46.16666666666667,0,No change needed,15,4,False,False,True,0
D Ground,42,65.04,63.0,0,No change needed,1,2,False,False,True,0
Susan Road,125,67.9,49.16666666666667,0,No change needed,16,1,False,False,False,0
D Ground,307,17.17,18.833333333333336,1,Take small connecting roads,19,2,False,False,False,1
D Ground,379,45.91,6.833333333333336,0,Take small connecting roads,4,2,True,False,False,1
D Ground,315,57.42,17.5,0,Take small connecting roads,14,1,False,False,False,1
People's Colony,233,74.39,31.166666666666664,1,No change needed,18,1,False,False,True,1
Susan Road,92,42.79,54.666666666666664,0,No change needed,0,4,False,False,True,0
Clock Tower,362,75.91,9.666666666666664,0,Use Circular Road alternative,16,2,False,False,False,1
People's Colony,373,58.19,7.833333333333336,1,"Avoid peak hours, use Jaranwala Road",17,5,False,True,False,1
Madina Town,136,53.29,47.33333333333333,0,No change needed,4,1,True,False,False,0
Canal Road,324,21.57,16.0,0,Use Expressway,13,0,False,False,False,1
Clock Tower,26,54.28,65.66666666666667,0,No change needed,16,2,False,False,False,0
Kohinoor City,209,27.49,35.166666666666664,0,No change needed,16,6,True,False,False,0
Kohinoor City,320,34.04,16.666666666666664,1,Divert via Satyana Road,17,3,False,True,False,1
Madina Town,147,15.51,45.5,1,No change needed,18,0,False,False,True,0
Clock Tower,97,35.71,53.83333333333333,0,No change needed,4,6,False,True,False,0
Kohinoor City,390,43.05,5.0,0,Divert via Satyana Road,0,1,False,False,False,1
People's Colony,276,11.62,24.0,0,"Avoid peak hours, use Jaranwala Road",15,6,False,False,False,1
Madina Town,314,52.33,17.666666666666664,0,Use Jaranwala Bypass,0,1,False,False,True,1
Clock Tower,241,28.97,29.833333333333336,0,No change needed,0,1,False,True,False,1
Madina Town,388,59.51,5.333333333333329,0,Use Jaranwala Bypass,2,5,False,False,False,1
Clock Tower,221,16.68,33.166666666666664,0,No change needed,2,1,False,False,True,1
Kohinoor City,400,31.7,5.0,0,Divert via Satyana Road,4,3,False,True,False,1
Madina Town,272,12.4,24.666666666666664,0,Use Jaranwala Bypass,15,5,True,False,False,1
Clock Tower,300,66.43,20.0,0,Use Circular Road alternative,4,0,False,False,True,1
Susan Road,110,67.8,51.66666666666667,1,No change needed,19,5,False,True,False,0
Canal Road,309,12.7,18.5,0,Use Expressway,15,3,False,True,False,1
Canal Road,26,35.48,65.66666666666667,0,No change needed,16,4,True,False,False,0
Susan Road,208,65.05,35.333333333333336,0,No change needed,13,6,False,True,False,0
D Ground,54,32.12,61.0,0,No change needed,13,5,False,True,False,0
Susan Road,209,64.77,35.166666666666664,0,No change needed,20,0,True,False,False,0
People's Colony,96,33.12,54.0,0,No change needed,15,5,True,False,False,0
Kohinoor City,274,53.24,24.333333333333336,0,Divert via Satyana Road,3,3,False,True,False,1
Kohinoor City,58,75.78,60.333333333333336,0,No change needed,23,3,False,False,False,0
D Ground,111,14.84,51.5,0,No change needed,15,6,False,False,False,0
People's Colony,183,65.04,39.5,0,No change needed,2,1,False,False,False,0
Ghulam Muhammad Abad,177,60.85,40.5,0,No change needed,3,3,False,True,False,0
Ghulam Muhammad Abad,148,67.56,45.33333333333333,0,No change needed,12,2,True,False,False,0
D Ground,227,77.64,32.166666666666664,0,No change needed,0,3,True,False,False,1
Clock Tower,399,16.05,5.0,1,Use Circular Road alternative,17,1,True,False,False,1
Ghulam Muhammad Abad,35,37.08,64.16666666666667,0,No change needed,3,2,True,False,False,0
Canal Road,313,43.38,17.833333333333336,0,Use Expressway,21,4,False,False,False,1
Susan Road,301,21.86,19.833333333333336,0,Use Madina Town Bypass,20,0,False,False,True,1
Susan Road,190,21.14,38.33333333333333,0,No change needed,15,6,False,False,True,0
D Ground,279,18.78,23.5,0,Take small connecting roads,16,3,False,True,False,1
Madina Town,22,48.01,66.33333333333333,0,No change needed,20,4,False,False,True,0
People's Colony,373,33.47,7.833333333333336,0,"Avoid peak hours, use Jaranwala Road",21,2,False,False,False,1
D Ground,89,58.79,55.166666666666664,0,No change needed,15,6,False,False,False,0
People's Colony,87,39.14,55.5,0,No change needed,22,5,False,False,False,0
Susan Road,208,43.98,35.333333333333336,0,No change needed,0,2,False,False,True,0
Ghulam Muhammad Abad,151,45.83,44.83333333333333,1,No change needed,18,2,False,True,False,0
Canal Road,227,34.12,32.166666666666664,0,No change needed,13,5,False,True,False,1
Clock Tower,99,73.94,53.5,0,No change needed,2,1,False,True,False,0
Susan Road,120,24.86,50.0,0,No change needed,1,2,False,False,True,0
Ghulam Muhammad Abad,370,49.88,8.333333333333336,0,Take side streets via Millat Road,1,4,True,False,False,1
Susan Road,216,26.81,34.0,1,No change needed,18,5,False,True,False,1
Ghulam Muhammad Abad,386,29.96,5.666666666666671,0,Take side streets via Millat Road,0,6,True,False,False,1
Canal Road,130,43.19,48.33333333333333,1,No change needed,17,6,True,False,False,0
Clock Tower,87,33.66,55.5,0,No change needed,23,0,True,False,False,0
Madina Town,328,15.59,15.333333333333336,0,Use Jaranwala Bypass,16,1,True,False,False,1
Susan Road,140,46.96,46.66666666666667,1,No change needed,18,5,False,False,True,0
Susan Road,284,34.39,22.666666666666664,0,Use Madina Town Bypass,14,4,False,True,False,1
Kohinoor City,155,51.38,44.16666666666667,0,No change needed,15,6,False,False,True,0
Clock Tower,290,46.61,21.666666666666664,0,Use Circular Road alternative,16,1,False,True,False,1
Canal Road,182,57.64,39.66666666666667,0,No change needed,4,5,False,False,False,0
Madina Town,300,17.39,20.0,0,Use Jaranwala Bypass,15,4,True,False,False,1
D Ground,76,58.21,57.333333333333336,0,No change needed,12,1,False,False,False,0
Kohinoor City,254,49.94,27.666666666666664,0,Divert via Satyana Road,21,3,False,False,True,1
Madina Town,52,74.45,61.333333333333336,0,No change needed,0,5,False,True,False,0
D Ground,237,44.73,30.5,0,No change needed,16,0,False,False,False,1
Susan Road,134,73.89,47.66666666666667,0,No change needed,20,3,False,False,False,0
Canal Road,141,77.9,46.5,0,No change needed,1,5,False,True,False,0
Canal Road,183,66.18,39.5,0,No change needed,21,3,False,True,False,0
People's Colony,261,16.43,26.5,0,"Avoid peak hours, use Jaranwala Road",1,5,False,True,False,1
D Ground,104,46.91,52.66666666666667,0,No change needed,12,1,False,True,False,0
Ghulam Muhammad Abad,383,15.34,6.166666666666664,0,Take side streets via Millat Road,1,5,False,False,True,1
Kohinoor City,170,41.53,41.66666666666667,0,No change needed,23,6,False,False,True,0
People's Colony,41,19.17,63.166666666666664,0,No change needed,20,3,False,False,False,0
Kohinoor City,77,70.15,57.166666666666664,0,No change needed,22,0,False,False,True,0
Kohinoor City,64,16.15,59.333333333333336,0,No change needed,21,1,False,False,False,0
People's Colony,289,40.63,21.833333333333336,0,"Avoid peak hours, use Jaranwala Road",20,5,True,False,False,1
Kohinoor City,292,10.58,21.333333333333336,1,Divert via Satyana Road,18,5,False,False,False,1
Canal Road,358,46.36,10.333333333333336,0,Use Expressway,13,2,True,False,False,1
Susan Road,341,47.39,13.166666666666664,0,Use Madina Town Bypass,16,6,False,False,True,1
D Ground,117,10.9,50.5,0,No change needed,13,0,False,False,False,0
Kohinoor City,41,60.93,63.166666666666664,0,No change needed,23,6,False,False,False,0
D Ground,128,21.66,48.66666666666667,0,No change needed,16,5,False,True,False,0
D Ground,235,75.39,30.833333333333336,0,No change needed,3,5,True,False,False,1
Ghulam Muhammad Abad,252,41.77,28.0,0,Take side streets via Millat Road,2,2,False,False,False,1
Clock Tower,88,64.29,55.333333333333336,0,No change needed,23,5,False,False,True,0
Madina Town,303,68.06,19.5,0,Use Jaranwala Bypass,16,6,True,False,False,1
Susan Road,288,73.02,22.0,1,Use Madina Town Bypass,17,6,False,True,False,1
People's Colony,332,43.16,14.666666666666664,0,"Avoid peak hours, use Jaranwala Road",21,4,False,False,True,1
Canal Road,276,70.06,24.0,0,Use Expressway,21,5,False,False,True,1
People's Colony,375,14.03,7.5,0,"Avoid peak hours, use Jaranwala Road",12,1,False,True,False,1
People's Colony,54,27.36,61.0,0,No change needed,4,3,True,False,False,0
Ghulam Muhammad Abad,61,39.75,59.833333333333336,0,No change needed,2,4,False,True,False,0
Ghulam Muhammad Abad,150,14.28,45.0,1,No change needed,19,5,False,True,False,0
Canal Road,243,42.95,29.5,0,No change needed,23,4,False,False,False,1
Canal Road,157,64.82,43.83333333333333,0,No change needed,0,6,False,True,False,0
Madina Town,89,28.03,55.166666666666664,0,No change needed,1,2,False,False,False,0
Kohinoor City,280,46.82,23.333333333333336,0,Divert via Satyana Road,22,3,False,True,False,1
People's Colony,395,35.17,5.0,1,"Avoid peak hours, use Jaranwala Road",18,5,True,False,False,1
Susan Road,237,44.03,30.5,0,No change needed,22,3,True,False,False,1
Canal Road,43,64.81,62.833333333333336,0,No change needed,0,2,True,False,False,0
Canal Road,287,12.27,22.166666666666664,0,Use Expressway,22,2,True,False,False,1
People's Colony,96,19.78,54.0,0,No change needed,14,2,False,False,False,0
Kohinoor City,197,34.66,37.166666666666664,0,No change needed,0,3,True,False,False,0
Madina Town,168,51.04,42.0,0,No change needed,14,5,True,False,False,0
D Ground,365,25.8,9.166666666666664,0,Take small connecting roads,23,1,False,False,False,1
Madina Town,45,46.69,62.5,0,No change needed,21,4,True,False,False,0
Kohinoor City,359,62.59,10.166666666666664,0,Divert via Satyana Road,21,2,False,False,True,1
Madina Town,83,39.64,56.166666666666664,0,No change needed,16,6,True,False,False,0
D Ground,244,19.03,29.333333333333336,0,No change needed,20,6,True,False,False,1
Madina Town,372,36.99,8.0,1,Use Jaranwala Bypass,19,6,False,True,False,1
D Ground,322,79.02,16.333333333333336,1,Take small connecting roads,19,1,False,False,False,1
Clock Tower,335,19.35,14.166666666666664,0,Use Circular Road alternative,0,6,False,False,False,1
Madina Town,216,22.36,34.0,0,No change needed,13,6,False,False,False,1
D Ground,364,23.83,9.333333333333336,0,Take small connecting roads,12,3,True,False,False,1
Susan Road,233,31.32,31.166666666666664,0,No change needed,23,3,False,True,False,1
Madina Town,103,13.48,52.83333333333333,1,No change needed,19,3,True,False,False,0
Ghulam Muhammad Abad,229,19.61,31.833333333333336,0,No change needed,14,1,False,False,False,1
Madina Town,108,76.05,52.0,0,No change needed,15,2,True,False,False,0
Clock Tower,97,53.44,53.83333333333333,0,No change needed,13,2,False,False,True,0
Canal Road,333,11.2,14.5,1,Use Expressway,17,5,False,False,False,1
Susan Road,66,46.18,59.0,1,No change needed,19,6,False,False,False,0
People's Colony,357,26.1,10.5,0,"Avoid peak hours, use Jaranwala Road",0,4,False,False,True,1
